timestep,portfolio_value,portfolio_value_usd,cash,cash_usd,capacity_value,capacity_value_usd,wind_capacity,solar_capacity,hydro_capacity,battery_soc,battery_action,battery_revenue,operational_revenue,cash_return,noise_return,step_return,investments,total_investment_cost,price,wind_gen,solar_gen,hydro_gen,num_investments
2897,5528085861.355871,801572449.8966013,1114288518.4629862,161571835.177133,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.47291666666666976,charge,-3652.7637916666663,7158.421583519558,424.0061242225502,-150723.81505173168,7.108548614494613e-07,[],0.0,876.66331,498.062,0.0,840.142,0
2898,5528089829.226343,801573025.2378197,1114292486.3334584,161572410.51835147,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5083333333333364,charge,-3626.9582124999993,7170.8210506441355,424.00763406614317,433196.7048344631,7.177657097715823e-07,[],0.0,870.469971,505.812,0.0,948.141,0
2899,5528093726.65728,801573590.3653055,1114296383.764395,161572975.64583728,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5437500000000031,charge,-3612.4026840277775,7085.824503526365,424.00911710627014,-14035.687852478455,7.050230834180928e-07,[],0.0,866.9766441666667,505.142,0.0,895.815,0
2900,5528097554.811826,801574145.4477147,1114300211.9189408,161573530.7282464,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5791666666666697,charge,-3597.8471555555548,7001.991127583565,424.01057378552775,809143.5589081353,6.924908901822834e-07,[],0.0,863.4833173333333,504.471,0.0,888.307,0
2901,5528101268.697243,801574683.9611001,1114303925.8043573,161574069.2416318,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6145833333333364,charge,-3583.2916270833325,6873.165056763606,424.0119869833981,-11123.20534937453,6.718198042203286e-07,[],0.0,859.9899905,503.8,0.0,922.191,0
2902,5528104847.8848715,801575202.9433063,1114307504.991986,161574588.22383797,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.650000000000003,charge,-3568.7360986111107,6723.910378518463,424.01334892642205,580858.4687691381,6.474533397231898e-07,[],0.0,856.4966636666667,503.13,0.0,827.692,0
2903,5528108297.259148,801575703.1025764,1114310954.366262,161575088.38310796,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6854166666666697,charge,-3554.180570138888,6579.540184583358,424.01466147321173,613886.0325962784,6.239704873689166e-07,[],0.0,853.0033368333333,502.459,0.0,810.745,0
2904,5528111621.484977,801576185.1153215,1114314278.5920918,161575570.3958533,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7208333333333363,charge,-3539.625041666666,6439.834945179584,424.0159263988453,302382.046078995,6.013315315788245e-07,[],0.0,849.51001,501.788,0.0,880.932,0
2905,5528114978.226212,801576671.8428006,1114317635.3333259,161576057.12333223,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.756250000000003,charge,-3527.3472687499993,6460.071299059413,424.0172036971545,-292625.7055792578,6.072129986908008e-07,[],0.0,846.5633445,513.146,0.0,849.337,0
2906,5528118399.741802,801577167.9625612,1114321056.8489168,161576553.24309292,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7916666666666696,charge,-3515.069495833333,6512.566581191787,424.01850564323104,-474581.91222745756,6.18929889147417e-07,[],0.0,843.616679,524.504,0.0,983.306,0
2907,5528121928.349408,801577679.6106641,1114324585.4565227,161577064.89119577,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8270833333333363,charge,-3502.791722916666,6607.379480706599,424.0198483396782,-240019.775019127,6.383017422526535e-07,[],0.0,840.6700135,535.862,0.0,841.371,0
2908,5528125576.6625395,801578208.6160681,1114328233.769654,161577593.89659983,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8625000000000029,charge,-3490.5139499999996,6714.8058447388485,424.0212365861558,-52456.66467472838,6.599552576116414e-07,[],0.0,837.723348,547.22,0.0,881.567,0
2909,5528129343.424593,801578754.7965659,1114332000.5317078,161578140.07709762,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8979166666666696,charge,-3478.2361770833327,6820.9755609172025,424.02266990450454,-230237.36400383865,6.813814196608335e-07,[],0.0,834.7766825,558.578,0.0,889.12,0
2910,5528133227.37134,801579317.9688442,1114335884.4784546,161578703.2493759,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9333333333333362,charge,-3465.9584041666662,6925.881003089545,424.02414781366315,-667404.6211291746,7.025788482040337e-07,[],0.0,831.830017,569.936,0.0,941.053,0
2911,5528137272.170971,801579904.4647907,1114339929.2780852,161579289.74532235,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,charge,-3440.6181333333325,7061.392076991713,424.0256869301363,140175.68212007437,7.31675497813952e-07,[],0.0,825.748352,586.146,0.0,829.728,0
2912,5528144889.879522,801581009.0325307,1114347546.9866369,161580394.31306234,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7193.679965895274,424.0285856004761,-323895.01233712165,1.377988312583144e-06,[],0.0,819.666687,602.356,0.0,798.82,0
2913,5528152505.626797,801582113.3158854,1114355162.733912,161581498.59641722,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7191.7157917160575,424.0314835245162,578321.4689083368,1.377631633414872e-06,[],0.0,813.585022,618.565,0.0,949.112,0
2914,5528160067.61784,801583209.8045868,1114362724.724955,161582595.08511847,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7137.956682295743,424.03436099337677,816591.2585658345,1.3679056493817587e-06,[],0.0,807.5033569999999,634.775,0.0,883.383,0
2915,5528167575.852632,801584298.4986315,1114370232.9597461,161583683.77916318,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7084.197572875429,424.0372180070502,-120102.02151108619,1.3581797017305032e-06,[],0.0,801.421692,650.985,0.0,919.81,0
2916,5528175030.331149,801585379.3980166,1114377687.4382641,161584764.67854828,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7030.438463455115,424.04005456552875,-363121.0152023069,1.3484537896596983e-06,[],0.0,795.340027,667.195,14.1815,922.125,0
2917,5528182397.330266,801586447.6128885,1114385054.437381,161585832.89342025,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,6942.956259041853,424.04285783657656,376487.99610757624,1.3326276893328184e-06,[],0.0,795.8000185,656.862,16.31,930.757,0
2918,5528189521.851544,801587480.6684738,1114392178.958659,161586865.94900554,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,6700.475708912327,424.0455688405974,-536677.1819393104,1.2887637864159482e-06,[],0.0,796.26001,646.53,16.0683,860.329,0
2919,5528196378.176082,801588474.8355318,1114399035.2831967,161587860.1160635,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,6432.276360027812,424.0481777911031,121098.45920942344,1.240247735750718e-06,[],0.0,796.7200015,636.198,19.9992,846.742,0
2920,5528202961.688686,801589429.4448595,1114405618.795801,161588814.72539112,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,6159.4619211862155,424.0506829319322,260568.19510606435,1.1908970221650373e-06,[],0.0,797.179993,625.866,20.7626,779.342,0
2921,5528209305.742199,801590349.3326188,1114411962.8493133,161589734.61315042,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,5920.0004153148675,424.0530969544202,140035.26164674197,1.1475797029411778e-06,[],0.0,797.6399845,615.534,24.4545,829.376,0
2922,5528215544.3045845,801591253.9241647,1114418201.4116988,161590639.20469633,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,5814.506914501031,424.05547083570315,111485.60668592929,1.1284960537002521e-06,[],0.0,798.099976,605.202,25.3443,882.194,0
2923,5528222356.231981,801592241.6536372,1114425013.3390958,161591626.93416888,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,6387.869334324792,424.0580628923261,-518453.77369106654,1.2322108901474084e-06,[],0.0,870.6949873333333,611.716,29.2281,843.982,0
2924,5528229739.454466,801593312.2208974,1114432396.561581,161592697.50142923,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,6959.161612847806,424.0608723366471,-577600.020612047,1.335550925563892e-06,[],0.0,943.2899986666666,618.23,32.4587,821.973,0
2925,5528237722.998991,801594469.8348536,1114440380.1061056,161593855.1153853,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7559.48061435562,424.06391021392517,-305591.84084177506,1.4441412353341003e-06,[],0.0,1015.88501,624.744,38.9278,881.505,0
2926,5528246276.847925,801595710.1429491,1114448933.9550402,161595095.4234808,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,8129.781769569254,424.06716510193115,530703.966653441,1.5473012129321461e-06,[],0.0,1088.4800213333333,631.257,42.8337,946.096,0
2927,5528255421.884784,801597036.1732936,1114458078.9918988,161596421.45382532,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,8720.96621377702,424.0706449472047,-330466.1277667291,1.6542383245221372e-06,[],0.0,1161.0750326666666,637.771,46.0183,876.113,0
2928,5528265148.877797,801598446.5872805,1114467805.9849117,161597831.8678122,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,9302.91866665278,424.07434623689704,-651661.9274065256,1.7595049922757858e-06,[],0.0,1233.670044,644.285,46.5031,822.238,0
2929,5528275661.690343,801599970.9450997,1114478318.797458,161599356.2256314,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,10088.734199863333,424.0783465445629,-825967.9249922552,1.9016476711342983e-06,[],0.0,1288.571696,673.374,53.7731,942.466,0
2930,5528287021.525134,801601618.1211444,1114489678.6322489,161601003.4016761,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,10935.752121738898,424.08266915889635,-552044.1894824845,2.054860409712285e-06,[],0.0,1343.473348,702.463,57.4216,840.104,0
2931,5528299271.329244,801603394.3427403,1114501928.4363587,161602779.623272,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,11825.716779460907,424.0873304220047,462643.49715100764,2.215840831323897e-06,[],0.0,1398.375,731.552,67.7539,952.743,0
2932,5528312378.885393,801605294.9383819,1114515035.9925084,161604680.2189137,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,12683.463831727211,424.09231807465386,576055.9322083119,2.3709925071279836e-06,[],0.0,1453.276652,760.641,74.6154,865.583,0
2933,5528326134.582511,801607289.514464,1114528791.689626,161606674.79499575,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,13331.599565263803,424.0975523561924,283809.1364408152,2.488227179481286e-06,[],0.0,1508.178304,789.73,80.2609,883.86,0
2934,5528340375.590292,801609354.4605923,1114543032.6974065,161608739.74112394,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,13816.904809341537,424.1029713068627,-217377.71959174125,2.576007173662196e-06,[],0.0,1563.079956,818.818,79.1177,956.713,0
2935,5528354625.723045,801611420.7298415,1114557282.8301606,161610806.01037326,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,13826.0243604265,424.1083937297439,-87763.59629404156,2.5776511186416637e-06,[],0.0,1564.1116333333334,850.411,76.2979,811.058,0
2936,5528368884.980777,801613488.3222126,1114571542.0878918,161612873.6027443,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,13835.143911511463,424.1138196248372,-602889.0659045842,2.5792950519292595e-06,[],0.0,1565.1433106666666,882.004,86.393,826.092,0
2937,5528383153.363489,801615557.2377058,1114585810.4706035,161614942.5182375,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,13844.263462596422,424.119248992144,555581.9965657389,2.580938972999413e-06,[],0.0,1566.174988,913.597,108.465,862.234,0
2938,5528397430.871184,801617627.4763217,1114600087.9782991,161617012.75685337,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,13853.383013681385,424.1246818316656,59006.723361692646,2.582582881671573e-06,[],0.0,1567.2066653333334,945.19,105.717,871.527,0
2939,5528411717.503867,801619699.0380607,1114614374.610982,161619084.31859237,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,13862.502564766344,424.13011814340325,-569101.9660891629,2.5842267784552088e-06,[],0.0,1568.2383426666663,976.783,110.273,1000.0,0
2940,5528426013.261541,801621771.9229234,1114628670.3686557,161621157.20345506,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,13871.622115851309,424.1355579273584,-349370.48210127134,2.585870663169765e-06,[],0.0,1569.27002,1008.38,131.269,834.051,0
2941,5528440174.044863,801623825.236505,1114642831.151977,161623210.51703668,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,13736.642375104524,424.14094635122933,1141985.6854651906,2.5614493686651226e-06,[],0.0,1554.0000206666666,1038.06,136.138,813.205,0
2942,5528454199.85378,801625858.978798,1114656856.9608948,161625244.25932974,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,13601.662634357739,424.14628341499673,-577342.8739349887,2.5370282530856553e-06,[],0.0,1538.7300213333333,1067.75,134.892,831.589,0
2943,5528468090.688243,801627873.1497952,1114670747.7953575,161627258.43032682,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,13466.682893610956,424.1515691186409,-393809.9835127473,2.5126073149863304e-06,[],0.0,1523.460022,1097.43,139.256,889.951,0
2944,5528481846.548199,801629867.7494887,1114684503.6553137,161629253.03002048,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,13331.703152864175,424.1568034621424,330229.89980680245,2.4881865518871397e-06,[],0.0,1508.190022666667,1127.12,146.822,902.91,0
2945,5528495467.433598,801631842.7778716,1114698124.540712,161631228.05840325,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,13196.723412117384,424.16198644548166,-169843.76283659737,2.463765962688143e-06,[],0.0,1492.9200233333331,1156.8,155.837,842.917,0
2946,5528508953.344387,801633798.2349361,1114711610.4515016,161633183.51546773,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,13061.743671370603,424.16711806863907,578863.4041005953,2.4393455450819225e-06,[],0.0,1477.650024,1186.49,172.96,879.287,0
2947,5528522037.503041,801635695.437941,1114724694.610156,161635080.71847263,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,12659.986557615988,424.1720968181352,-362992.23133607965,2.366670428614914e-06,[],0.0,1432.2000118333333,1195.65,169.439,975.458,0
2948,5528534719.909408,801637534.3868641,1114737377.0165226,161636919.66739577,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,12258.229443861377,424.17692269391165,478568.7645565738,2.2939958058078538e-06,[],0.0,1386.7499996666668,1204.8,177.621,879.92,0
2949,5528546815.521725,801639288.25065,1114749472.62884,161638673.53118178,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,11671.430792004003,424.18152528436633,-104544.69419635535,2.187851380136303e-06,[],0.0,1341.2999875,1213.96,186.818,894.174,0
2950,5528558281.76137,801640950.8553985,1114760938.868484,161640336.13593018,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,11042.053755833238,424.1858883875935,-411082.2586420141,2.074006068432327e-06,[],0.0,1295.8499753333333,1223.12,170.594,972.537,0
2951,5528569147.390339,801642526.3715991,1114771804.4974537,161641911.65213078,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,10441.438946754042,424.190022948033,-729134.5546761972,1.9653639186617695e-06,[],0.0,1250.3999631666668,1232.28,192.433,843.149,0
2952,5528579438.739726,801644018.6172602,1114782095.8468409,161643403.89779192,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,9867.155448242544,424.1939389851225,63050.583436480985,1.861485153355951e-06,[],0.0,1204.949951,1241.43,186.405,839.842,0
2953,5528589251.52034,801645441.4704492,1114791908.6274545,161644826.75098088,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,9388.582940785263,424.19767291848615,-681443.4254795728,1.7749189864469263e-06,[],0.0,1187.466634,1230.47,168.222,854.491,0
2954,5528598612.266942,801646798.7787066,1114801269.3740566,161646184.0592382,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,8936.545367187304,424.20123484506155,-991973.1676999688,1.6931528417460644e-06,[],0.0,1169.983317,1219.51,174.36,851.542,0
2955,5528607640.70726,801648107.9025526,1114810297.8143744,161647493.18308428,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,8604.235647329278,424.20467032332726,464924.96027479164,1.6330431907418923e-06,[],0.0,1152.5,1208.54,187.201,786.849,0
2956,5528616430.486579,801649382.4205539,1114819087.5936937,161648767.70108557,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,8365.571304239384,424.20801498694016,-99801.50091895551,1.5898721504651858e-06,[],0.0,1135.016683,1197.58,204.049,884.762,0
2957,5528625016.028792,801650627.3241749,1114827673.1359072,161650012.60470653,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,8161.330931479233,424.2112819347889,365173.8398216124,1.5529278113953583e-06,[],0.0,1117.533366,1186.62,200.828,888.671,0
2958,5528633399.624716,801651842.9455837,1114836056.7318301,161651228.22611535,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7959.381450853521,424.2144720385685,-100224.09101452799,1.516398001151776e-06,[],0.0,1100.050049,1175.65,201.844,868.493,0
2959,5528641656.207007,801653040.1500161,1114844313.3141222,161652425.4305477,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7832.364678321065,424.21761381145683,-455089.4192799459,1.4934219172795117e-06,[],0.0,1094.3167115,1162.95,219.171,890.122,0
2960,5528649786.671873,801654219.0674216,1114852443.7789874,161653604.34795317,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7706.2441576077035,424.2207075944748,-289579.70735736587,1.470608039238071e-06,[],0.0,1088.583374,1150.25,186.156,890.615,0
2961,5528657791.915515,801655379.8277496,1114860449.0226297,161654765.1082813,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7581.0198887134375,424.2237537286438,-272915.22773569747,1.4479563638036684e-06,[],0.0,1082.8500365,1137.55,196.971,811.864,0
2962,5528665672.834139,801656522.56095,1114868329.941254,161655907.8414818,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7456.691871638267,424.2267525549853,641706.3120758078,1.425466889169451e-06,[],0.0,1077.116699,1124.85,198.092,892.065,0
2963,5528673430.32395,801657647.3969727,1114876087.4310646,161657032.67750436,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7333.260106382196,424.22970441452065,-372454.131131025,1.4031396127027719e-06,[],0.0,1071.3833615,1112.15,185.347,905.52,0
2964,5528681065.281153,801658754.4657671,1114883722.3882673,161658139.74629873,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7210.724592945214,424.2326096482715,511027.0317326747,1.3809745319799094e-06,[],0.0,1065.650024,1099.45,189.46,797.701,0
2965,5528688795.913763,801659875.4074956,1114891453.0208783,161659260.68802735,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7306.397059686376,424.23555128817617,-947713.0570210603,1.3982779109592055e-06,[],0.0,1074.6283566666666,1104.73,170.6,950.673,0
2966,5528696622.805329,801661010.3067727,1114899279.9124444,161660395.5873044,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7402.653036607037,424.2385295562842,559077.2920355235,1.4156867668264095e-06,[],0.0,1083.6066893333334,1110.01,193.964,815.689,0
2967,5528704546.539398,801662159.2482127,1114907203.6465127,161661544.52874434,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7499.492523707192,424.24154467464535,-140311.4792272442,1.433201097739008e-06,[],0.0,1092.585022,1115.29,170.484,820.528,0
2968,5528712567.699516,801663322.3164299,1114915224.8066306,161662707.59696144,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7596.915520986843,424.2445968653096,-734761.6462166032,1.450820902181098e-06,[],0.0,1101.5633546666666,1120.57,188.808,887.498,0
2969,5528720686.86923,801664499.5960383,1114923343.9763455,161663884.8765701,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7694.9220284459925,424.2476863503269,245507.2018149733,1.4685461786182828e-06,[],0.0,1110.5416873333334,1125.85,165.664,904.096,0
2970,5528728904.63209,801665691.1716529,1114931561.739205,161665076.4521847,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7793.512046084641,424.2508133517472,-116879.86685892407,1.4863769260150465e-06,[],0.0,1119.52002,1131.13,168.379,916.206,0
2971,5528737222.50361,801666897.2630234,1114939879.6107247,161666282.54355508,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7893.617541353173,424.25397844625047,929391.5141115206,1.5044817106285542e-06,[],0.0,1148.5933435,1116.66,153.676,905.332,0
2972,5528745635.2331085,801668117.1088006,1114948292.3402238,161667502.38933244,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,7988.472319478136,424.2571796358615,-674496.5648986149,1.5216367065920408e-06,[],0.0,1177.666667,1102.18,147.571,851.258,0
2973,5528754137.713073,801669349.9683955,1114956794.8201878,161668735.24892724,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,8078.219548829629,424.26041497708246,288037.9390845261,1.5378678140069284e-06,[],0.0,1206.7399905,1087.71,137.203,882.632,0
2974,5528762724.765295,801670595.0909678,1114965381.8724103,161669980.37149948,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,8162.788539873313,424.2636824995159,-789699.6345383363,1.5531622510896934e-06,[],0.0,1235.813314,1073.24,135.53,861.33,0
2975,5528771391.133721,801671851.7143896,1114974048.2408364,161671236.99492127,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,8242.10144586917,424.2669802031416,265285.72428900225,1.5675059426050587e-06,[],0.0,1264.8866375,1058.76,130.074,885.837,0
2976,5528780131.716199,801673119.0988488,1114982788.8233135,161672504.37938043,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,8316.312170995812,424.27030614650204,321024.09064415254,1.5809267302291639e-06,[],0.0,1293.959961,1044.29,116.549,880.507,0
2977,5528789090.489933,801674418.1210402,1114991747.5970483,161673803.401572,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,8534.500019891857,424.2737151154236,-325936.8944115292,1.6203888598680452e-06,[],0.0,1329.971639,1042.67,113.857,851.799,0
2978,5528798266.736922,801675748.6768537,1115000923.8440368,161675133.95738533,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,8751.969781573483,424.27720683669327,462922.71729319956,1.6597209332933754e-06,[],0.0,1365.983317,1041.05,104.591,859.643,0
2979,5528807659.652874,801677110.6496667,1115010316.7599888,161676495.93019837,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,8968.635171043581,424.2807810042647,-64863.59132383174,1.6989073390938692e-06,[],0.0,1401.994995,1039.42,112.911,784.354,0
2980,5528817268.603853,801678503.9475586,1115019925.7109683,161677889.22809038,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,9184.666541977822,424.2844373769143,200852.31244431235,1.737978886361926e-06,[],0.0,1438.006673,1037.8,94.3402,918.43,0
2981,5528827092.871855,801679928.4664189,1115029749.9789696,161679313.74695057,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,9399.979825697652,424.28817568142847,263905.4903008277,1.7769203654721687e-06,[],0.0,1474.018351,1036.18,95.2382,891.761,0
2982,5528837131.738873,801681384.1021365,1115039788.8459876,161680769.3826682,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9687500000000029,idle,0.0,9614.575022203067,424.2919956445935,-253206.631502422,1.8157317726012398e-06,[],0.0,1510.030029,1034.56,81.4182,761.509,0
2983,5528854228.779469,801683863.1730229,1115056885.886583,161683248.45355454,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9270833333333363,discharge,6706.965297222221,9965.776797156463,424.2985013653279,-782243.2851488852,3.092339345259591e-06,[],0.0,1609.6716713333333,1005.97,77.2226,916.46,0
2984,5528872057.074013,801686448.2757318,1115074714.1811275,161685833.55626348,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8854166666666696,discharge,7122.138806944444,10281.850452011522,424.3052853408836,-726745.7012234918,3.2245911732340404e-06,[],0.0,1709.3133136666668,977.374,65.8089,874.11,0
2985,5528890581.594943,801689134.3312666,1115093238.702058,161688519.6117984,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.843750000000003,discharge,7537.3123166666655,10562.896279587967,424.31233424266503,-1195153.2317667562,3.350506349046131e-06,[],0.0,1808.954956,948.782,63.4791,829.879,0
2986,5528909767.275058,801691916.2548833,1115112424.3821726,161691301.53541502,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8020833333333364,discharge,7952.485826388887,10808.874653349043,424.3196347269931,1239164.313178222,3.4700777365016177e-06,[],0.0,1908.5965983333333,920.19,60.2747,825.408,0
2987,5528929579.04714,801694788.9618353,1115132236.1542554,161694174.24236703,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7604166666666697,discharge,8367.659336111108,11019.78557329474,424.32717345018335,237616.85978827687,3.5833053741611517e-06,[],0.0,2008.2382406666663,891.598,58.956,842.227,0
2988,5528949981.843964,801697747.3673747,1115152638.951078,161697132.6479063,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7187500000000031,discharge,8782.832845833333,11195.629039425068,424.3349370685467,-91718.12326439472,3.690189309124429e-06,[],0.0,2107.879883,863.006,50.424,830.021,0
2989,5528969867.817339,801700630.8335141,1115172524.9244542,161700016.11404586,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6770833333333365,discharge,8583.041297916665,10878.589574325772,424.34250402661723,923017.2259332996,3.596699814724721e-06,[],0.0,2059.9299115,858.087,48.5304,836.697,0
