timestep,portfolio_value,portfolio_value_usd,cash,cash_usd,capacity_value,capacity_value_usd,wind_capacity,solar_capacity,hydro_capacity,battery_soc,battery_action,battery_revenue,operational_revenue,cash_return,noise_return,step_return,investments,total_investment_cost,price,wind_gen,solar_gen,hydro_gen,num_investments
6946,5547943650.86095,804451829.3748378,1134146307.9680657,164451214.65536952,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8375000000000083,charge,-3715.6337861111106,1168.5967402363347,431.5623578408325,386440.36235007166,-3.813077448172709e-07,[],0.0,891.7521086666667,76.3492,0.0,328.351,0
6947,5547941597.705421,804451531.667286,1134144254.8125365,164450916.94781777,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.872916666666675,charge,-3745.984480555555,1261.2673747489814,431.56157657951286,305145.6654574788,-3.7007505090712314e-07,[],0.0,899.0362753333333,81.7361,0.0,258.895,0
6948,5547943384.552679,804451790.7601384,1134146041.6597936,164451176.04067007,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.872916666666675,idle,0.0,1355.2850006469002,431.5622565059121,199755.08444171128,3.220739126657641e-07,[],0.0,906.320442,87.123,14.0544,454.235,0
6949,5547945272.723441,804452064.5448989,1134147929.8305557,164451449.82543057,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.872916666666675,idle,0.0,1456.6077872498038,431.5629749876639,-457223.2071193144,3.4033706387836774e-07,[],0.0,929.7764835,91.2742,15.5149,357.367,0
6950,5547947265.560271,804452353.5062393,1134149922.6673858,164451738.78677094,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.872916666666675,idle,0.0,1561.2730968921142,431.5637332966714,-195174.25226734928,3.5920268354790255e-07,[],0.0,953.232525,95.4254,18.3792,327.299,0
6951,5547949366.405733,804452658.1288313,1134152023.5128481,164452043.40936297,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.872916666666675,idle,0.0,1669.280929573831,431.5645327048384,305062.22021242784,3.786707697974558e-07,[],0.0,976.6885665,99.5766,20.8969,416.708,0
6952,5547951578.605826,804452978.8978448,1134154235.7129412,164452364.17837647,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.872916666666675,idle,0.0,1780.6347185718296,431.56537448537546,-631804.5491442333,3.9874193997962407e-07,[],0.0,1000.144608,103.728,22.5646,270.928,0
6953,5547953905.49625,804453316.2969562,1134156562.6033652,164452701.57748795,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.872916666666675,idle,0.0,1895.324164055484,431.5662599075743,-158818.6642364856,4.1941433532832953e-07,[],0.0,1023.6006495,107.879,25.0374,367.854,0
6954,5547956350.419413,804453670.8108147,1134159007.526527,164453056.09134638,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.872916666666675,idle,0.0,2013.355971539663,431.56719024327884,417969.03365987743,4.4068916290710155e-07,[],0.0,1047.056691,112.03,26.7893,296.586,0
6955,5547958952.770226,804454048.1516826,1134161609.8773398,164453433.43221426,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.872916666666675,idle,0.0,2170.782632383554,431.5681804829373,-280913.4689817424,4.690647598038971e-07,[],0.0,1109.1462021666666,114.028,30.1389,344.371,0
6956,5547961716.787178,804454448.9341408,1134164373.8942928,164453834.21467245,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.872916666666675,idle,0.0,2332.447720682483,431.56923223936855,-43932.30461468288,4.982042902704805e-07,[],0.0,1171.2357133333333,116.025,33.0272,345.387,0
6957,5547964646.747902,804454873.7784457,1134167303.8550167,164454259.05897743,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.872916666666675,idle,0.0,2498.390376688942,431.57034714028526,-406777.5029905316,5.281148056612207e-07,[],0.0,1233.3252245,118.023,38.4113,207.25,0
6958,5547973144.452209,804456105.9455703,1134175801.5593247,164455491.22610208,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8312500000000084,discharge,5397.56139861111,2668.569328753828,431.57358066428617,-389631.37399719894,1.53167960659903e-06,[],0.0,1295.4147356666667,120.02,39.7015,252.401,0
6959,5547982075.324863,804457400.9221052,1134184732.4319787,164456786.2026369,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7895833333333417,discharge,5656.2676951388885,2843.0279799228547,431.57697901636215,-301569.08262865094,1.6097541248720283e-06,[],0.0,1357.5042468333334,122.018,44.9563,403.217,0
6960,5547991443.600195,804458759.3220282,1134194100.70731,164458144.60255992,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7479166666666751,discharge,5914.973991666666,3021.7207957536966,431.5805438077497,129864.07576369082,1.6885914922406506e-06,[],0.0,1419.593758,124.015,43.9978,311.197,0
6961,5548000986.10518,804460142.9852511,1134203643.2122943,164459528.26578265,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7062500000000085,discharge,5932.894424999999,3178.026384671173,431.5841748965447,405054.62543910684,1.7199927364457762e-06,[],0.0,1423.894662,130.036,59.3304,423.795,0
6962,5548010703.728828,804461552.04068,1134213360.835943,164460937.32121173,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6645833333333419,discharge,5950.814858333333,3335.220917595774,431.58787262103135,742621.7712437162,1.7515540593776069e-06,[],0.0,1428.195566,136.057,58.9893,389.133,0
6963,5548020597.360151,804462986.6172218,1134223254.4672666,164462371.89775363,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6229166666666752,discharge,5968.735291666666,3493.304394527502,431.5916373194936,-122818.22327753517,1.7832754569509373e-06,[],0.0,1432.49647,142.078,66.4095,312.524,0
6964,5548030667.888162,804464446.8437834,1134233324.9952762,164463832.12431505,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5812500000000086,discharge,5986.655724999999,3652.276815466352,431.59546933021574,240945.50598414327,1.8151569255456778e-06,[],0.0,1436.797374,148.099,75.6005,308.023,0
6965,5548040916.201869,804465932.8492709,1134243573.308984,164465318.12980267,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.539583333333342,discharge,6004.576158333333,3812.13818041233,431.5993689914821,-719170.4109388626,1.8471984602876517e-06,[],0.0,1441.0982780000002,154.12,77.3789,405.78,0
6966,5548051343.165478,804467444.7589942,1134254000.2725928,164466830.03952596,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.49791666666667533,discharge,6022.496591666666,3972.8636806750305,431.6033366321371,-246741.4367773186,1.8793955859791948e-06,[],0.0,1445.399182,160.14,88.1603,428.421,0
6967,5548062177.966884,804469015.8051981,1134264835.0739987,164468401.0857298,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4562500000000087,discharge,5762.132881249999,4641.061065241735,431.6074594621534,-324642.1070294989,1.9529021517174367e-06,[],0.0,1382.9118915,195.527,82.9188,308.851,0
6968,5548067842.905348,804469837.2212753,1134270500.0124624,164469222.50180703,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4562500000000087,idle,0.0,5233.328848629713,431.6096150695766,1035327.3033581343,1.0210661457007463e-06,[],0.0,1320.4246010000002,230.913,106.125,400.001,0
6969,5548074024.209154,804470733.5103273,1134276681.316269,164470118.79085898,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4562500000000087,idle,0.0,5749.691839529361,431.6119671629763,402757.8989793079,1.1141363049857694e-06,[],0.0,1257.9373105,266.299,106.772,374.505,0
6970,5548080645.994198,804471693.6691586,1134283303.1013124,164471078.94969028,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4562500000000087,idle,0.0,6190.1705565280745,431.614486867133,-1110439.266935655,1.1935286037681028e-06,[],0.0,1195.45002,301.686,109.01,383.043,0
6971,5548087632.334232,804472706.6884637,1134290289.4413476,164472091.9689954,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4562500000000087,idle,0.0,6554.722889925315,431.61714529079234,269030.7414523647,1.2592354870560706e-06,[],0.0,1132.9627295,337.072,122.738,327.884,0
6972,5548094907.342951,804473761.5647278,1134297564.4500656,164473146.8452595,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4562500000000087,idle,0.0,6843.388804370117,431.6199135578965,456232.86744335695,1.3112642050013556e-06,[],0.0,1070.475439,372.459,114.218,289.118,0
6973,5548102195.681263,804474818.3737831,1134304852.7883778,164474203.65431476,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4562500000000087,idle,0.0,6856.715625322952,431.62268689714267,-112638.8944610858,1.3136650388771954e-06,[],0.0,1046.4973246666668,381.735,126.191,269.932,0
6974,5548109489.713947,804475876.0085223,1134312146.821062,164475261.28905398,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4562500000000087,idle,0.0,6862.4072220245325,431.62546240319625,93741.81368427242,1.3146896771303116e-06,[],0.0,1022.5192103333334,391.011,144.457,257.349,0
6975,5548116781.822918,804476933.364323,1134319438.9300327,164476318.64485472,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4562500000000087,idle,0.0,6860.480733336713,431.6282371772433,-48142.21057535808,1.314341215536837e-06,[],0.0,998.541096,400.288,128.136,418.019,0
6976,5548124064.355396,804477989.3315324,1134326721.462511,164477374.6120641,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4562500000000087,idle,0.0,6850.9014699777745,431.63100830726887,-481692.26373339846,1.3126134082454791e-06,[],0.0,974.5629816666668,409.564,151.94,322.933,0
6977,5548131329.692467,804479042.8054076,1134333986.799582,164478428.08593938,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4562500000000087,idle,0.0,6833.703298113409,431.63377289414353,-70023.26388820354,1.3095123660161346e-06,[],0.0,950.5848673333334,418.841,158.187,265.059,0
6978,5548138564.8390465,804480091.9016616,1134341221.946161,164479477.18219334,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4562500000000087,idle,0.0,6803.510052928017,431.6365259930118,45076.95386414591,1.3040690909786875e-06,[],0.0,926.606753,428.117,175.916,372.332,0
6979,5548141704.04,804480547.0857999,1134344361.1471145,164479932.3663316,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.49166666666667536,charge,-3785.606166666666,6493.169399530946,431.637720513468,361543.84517028014,5.658115630669456e-07,[],0.0,908.54548,416.711,152.801,298.179,0
6980,5548144615.222926,804480969.2073243,1134347272.330041,164480354.4878559,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.527083333333342,charge,-3710.3508624999995,6189.894960630981,431.6388282691068,439145.5079898811,5.247131528847104e-07,[],0.0,890.484207,405.305,185.194,289.486,0
6981,5548147305.453957,804481359.2908237,1134349962.561071,164480744.57135528,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5625000000000087,charge,-3635.0955583333325,5893.686736228119,431.6398519487134,-292515.7339600322,4.848884117192533e-07,[],0.0,872.4229339999999,393.899,171.562,425.348,0
6982,5548149781.799223,804481718.3608873,1134352438.9063375,164481103.64141893,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5979166666666753,charge,-3559.8402541666665,5604.544726322363,431.6407942410743,-375385.6347306653,4.4633733208702996e-07,[],0.0,854.361661,382.493,177.141,255.325,0
6983,5548152051.324862,804482047.4421048,1134354708.4319763,164481432.72263655,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.633333333333342,charge,-3484.5849499999995,5322.468930913711,431.64165783497657,-83511.1119364702,4.090599078679401e-07,[],0.0,836.300388,371.087,174.104,333.525,0
6984,5548154121.097012,804482347.5590667,1134356778.204126,164481732.83959824,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6687500000000086,charge,-3409.3296458333325,5047.459350002163,431.64244541920874,507242.3844024658,3.730561330858669e-07,[],0.0,818.239115,359.681,178.901,292.14,0
6985,5548156041.271331,804482625.9843429,1134358698.3784456,164482011.2648746,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7041666666666753,charge,-3340.4449076388883,4828.976051362178,431.64317607886966,18089.768703554626,3.460924619894311e-07,[],0.0,801.7067778333333,351.208,196.313,284.073,0
6986,5548157816.639113,804482883.4126714,1134360473.746228,164482268.69320303,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7395833333333419,charge,-3271.560169444444,4615.284100331155,431.64385163712956,-168200.92121033822,3.1999240277062526e-07,[],0.0,785.1744406666667,342.734,184.27,248.319,0
6987,5548159452.018868,804483120.5427358,1134362109.1259835,164482505.82326758,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7750000000000086,charge,-3202.6754312499993,4406.4107126095605,431.644473927515,-334076.6230356749,2.947608573994745e-07,[],0.0,768.6421035,334.261,204.542,324.404,0
6988,5548160952.215359,804483338.071227,1134363609.3224738,164482723.3517587,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8104166666666752,charge,-3133.7906930555546,4202.342138578785,431.6450447783215,55205.649954258144,2.7039534520621757e-07,[],0.0,752.1097663333333,325.788,192.18,277.643,0
6989,5548162322.033348,804483536.6948354,1134364979.140463,164482921.97536713,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8458333333333419,charge,-3064.905954861111,4003.078378238831,431.64556601784517,-352065.7335919686,2.4689586353878257e-07,[],0.0,735.5774291666667,317.315,187.58,350.82,0
6990,5548163566.265271,804483717.1084642,1134366223.3723857,164483102.38899592,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8812500000000085,charge,-2996.021216666666,3808.6070996548206,431.6460394696903,518478.9645762541,2.2426018758718176e-07,[],0.0,719.045092,308.841,194.722,318.814,0
6991,5548164771.548534,804483891.8745375,1134367428.6556487,164483277.15506905,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9166666666666752,charge,-2955.208263194444,3728.8450278787464,431.6464981008944,-693280.9820870894,2.1724003786316173e-07,[],0.0,709.2499831666667,306.549,203.053,305.446,0
6992,5548165938.641194,804484061.1029731,1134368595.7483091,164483446.3835048,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9520833333333418,charge,-2914.395309722222,3649.84102796127,431.64694219991134,524122.758132129,2.1035652472601531e-07,[],0.0,699.4548743333334,304.256,196.013,277.564,0
6993,5548169941.908919,804484641.5767932,1134372599.0160344,164484026.85732496,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9520833333333418,idle,0.0,3571.619259801063,431.64846551277356,32371.20049881365,7.215479438185816e-07,[],0.0,689.6597655,301.964,197.579,392.44,0
6994,5548173867.714779,804485210.8186429,1134376524.8218932,164484596.0991745,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9520833333333418,idle,0.0,3494.1558994801735,431.64995935005095,740240.2887740924,7.075857265855506e-07,[],0.0,679.8646566666666,299.671,201.914,357.602,0
6995,5548177716.840637,804485768.9418924,1134380373.947752,164485154.22242403,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9520833333333418,idle,0.0,3417.474434935834,431.65142400925725,264259.75820210745,6.937644619800442e-07,[],0.0,670.0695478333333,297.379,202.845,286.665,0
6996,5548181490.045211,804486316.0565555,1134384147.1523259,164485701.33708724,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9520833333333418,idle,0.0,3341.5517142115327,431.65285977909673,-1005159.9993959873,6.80079976922568e-07,[],0.0,660.274439,295.086,186.259,252.686,0
6997,5548185340.781528,804486874.4133216,1134387997.8886433,164486259.69385326,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9520833333333418,idle,0.0,3419.081992351303,431.65432505111045,340076.10384496057,6.940537768174566e-07,[],0.0,672.481025,296.452,175.752,226.161,0
6998,5548189269.609816,804487444.0934232,1134391926.7169306,164486829.37395492,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9520833333333418,idle,0.0,3497.1724671903094,431.6558200384743,-29524.881080187282,7.081285223559621e-07,[],0.0,684.6876110000001,297.817,181.88,377.342,0
6999,5548193297.980929,804488028.2072347,1134395955.0880444,164487413.4877664,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9520833333333418,idle,0.0,3596.7137607570457,431.65735290361164,-297170.1290084676,7.260695189045816e-07,[],0.0,696.8941970000001,299.182,180.653,365.847,0
7000,5548197427.953421,804488627.0532459,1134400085.060535,164488012.33377755,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9520833333333418,idle,0.0,3698.313566282239,431.6589244298366,-45979.03178229624,7.44381507538193e-07,[],0.0,709.100783,300.547,158.881,372.631,0
