timestep,portfolio_value_usd,total_return,cash_usd,capacity_value_usd,wind_capacity_mw,solar_capacity_mw,hydro_capacity_mw,battery_soc,risk_free_return,method
22214,806790912.1006526,0.00848864012581572,806790912.1006526,0.0,0.0,0.0,0.0,0.0,6790912.1006525755,Buy-and-Hold Strategy
22215,806791219.0987165,0.008489023873395622,806791219.0987165,0.0,0.0,0.0,0.0,0.0,6791219.098716497,Buy-and-Hold Strategy
22216,806791526.0968972,0.008489407621121556,806791526.0968972,0.0,0.0,0.0,0.0,0.0,6791526.096897244,Buy-and-Hold Strategy
22217,806791833.0951948,0.008489791368993522,806791833.0951948,0.0,0.0,0.0,0.0,0.0,6791833.095194817,Buy-and-Hold Strategy
22218,806792140.0936092,0.008490175117011518,806792140.0936092,0.0,0.0,0.0,0.0,0.0,6792140.093609214,Buy-and-Hold Strategy
22219,806792447.0921404,0.008490558865175545,806792447.0921404,0.0,0.0,0.0,0.0,0.0,6792447.092140436,Buy-and-Hold Strategy
22220,806792754.0907885,0.008490942613485604,806792754.0907885,0.0,0.0,0.0,0.0,0.0,6792754.090788484,Buy-and-Hold Strategy
22221,806793061.0895532,0.008491326361941547,806793061.0895532,0.0,0.0,0.0,0.0,0.0,6793061.089553237,Buy-and-Hold Strategy
22222,806793368.0884348,0.00849171011054352,806793368.0884348,0.0,0.0,0.0,0.0,0.0,6793368.088434815,Buy-and-Hold Strategy
22223,806793675.0874332,0.008492093859291524,806793675.0874332,0.0,0.0,0.0,0.0,0.0,6793675.087433219,Buy-and-Hold Strategy
22224,806793982.0865484,0.00849247760818556,806793982.0865484,0.0,0.0,0.0,0.0,0.0,6793982.086548448,Buy-and-Hold Strategy
22225,806794289.0857805,0.008492861357225627,806794289.0857805,0.0,0.0,0.0,0.0,0.0,6794289.085780501,Buy-and-Hold Strategy
22226,806794596.0851294,0.008493245106411725,806794596.0851294,0.0,0.0,0.0,0.0,0.0,6794596.08512938,Buy-and-Hold Strategy
22227,806794903.0845951,0.008493628855743856,806794903.0845951,0.0,0.0,0.0,0.0,0.0,6794903.084595084,Buy-and-Hold Strategy
22228,806795210.0841776,0.008494012605222017,806795210.0841776,0.0,0.0,0.0,0.0,0.0,6795210.084177613,Buy-and-Hold Strategy
22229,806795517.083877,0.00849439635484621,806795517.083877,0.0,0.0,0.0,0.0,0.0,6795517.083876967,Buy-and-Hold Strategy
22230,806795824.0836931,0.008494780104616434,806795824.0836931,0.0,0.0,0.0,0.0,0.0,6795824.083693147,Buy-and-Hold Strategy
22231,806796131.0836262,0.00849516385453269,806796131.0836262,0.0,0.0,0.0,0.0,0.0,6796131.083626151,Buy-and-Hold Strategy
22232,806796438.083676,0.008495547604594976,806796438.083676,0.0,0.0,0.0,0.0,0.0,6796438.083675981,Buy-and-Hold Strategy
22233,806796745.0838426,0.008495931354803294,806796745.0838426,0.0,0.0,0.0,0.0,0.0,6796745.083842635,Buy-and-Hold Strategy
22234,806797052.0841261,0.008496315105157644,806797052.0841261,0.0,0.0,0.0,0.0,0.0,6797052.084126115,Buy-and-Hold Strategy
22235,806797359.0845264,0.008496698855658024,806797359.0845264,0.0,0.0,0.0,0.0,0.0,6797359.08452642,Buy-and-Hold Strategy
22236,806797666.0850435,0.008497082606304437,806797666.0850435,0.0,0.0,0.0,0.0,0.0,6797666.08504355,Buy-and-Hold Strategy
22237,806797973.0856775,0.00849746635709688,806797973.0856775,0.0,0.0,0.0,0.0,0.0,6797973.085677505,Buy-and-Hold Strategy
22238,806798280.0864283,0.008497850108035356,806798280.0864283,0.0,0.0,0.0,0.0,0.0,6798280.086428285,Buy-and-Hold Strategy
22239,806798587.0872959,0.008498233859119863,806798587.0872959,0.0,0.0,0.0,0.0,0.0,6798587.08729589,Buy-and-Hold Strategy
22240,806798894.0882802,0.008498617610350251,806798894.0882802,0.0,0.0,0.0,0.0,0.0,6798894.088280201,Buy-and-Hold Strategy
22241,806799201.0893813,0.008499001361726672,806799201.0893813,0.0,0.0,0.0,0.0,0.0,6799201.089381337,Buy-and-Hold Strategy
22242,806799508.0905993,0.008499385113249124,806799508.0905993,0.0,0.0,0.0,0.0,0.0,6799508.0905992985,Buy-and-Hold Strategy
22243,806799815.0919341,0.008499768864917606,806799815.0919341,0.0,0.0,0.0,0.0,0.0,6799815.091934085,Buy-and-Hold Strategy
22244,806800122.0933857,0.00850015261673212,806800122.0933857,0.0,0.0,0.0,0.0,0.0,6800122.093385696,Buy-and-Hold Strategy
22245,806800429.0949541,0.008500536368692666,806800429.0949541,0.0,0.0,0.0,0.0,0.0,6800429.094954133,Buy-and-Hold Strategy
22246,806800736.0966394,0.008500920120799244,806800736.0966394,0.0,0.0,0.0,0.0,0.0,6800736.096639395,Buy-and-Hold Strategy
22247,806801043.0984415,0.008501303873051851,806801043.0984415,0.0,0.0,0.0,0.0,0.0,6801043.098441482,Buy-and-Hold Strategy
22248,806801350.1003604,0.008501687625450493,806801350.1003604,0.0,0.0,0.0,0.0,0.0,6801350.1003603935,Buy-and-Hold Strategy
22249,806801657.1023961,0.008502071377995163,806801657.1023961,0.0,0.0,0.0,0.0,0.0,6801657.102396131,Buy-and-Hold Strategy
22250,806801964.1045487,0.008502455130685866,806801964.1045487,0.0,0.0,0.0,0.0,0.0,6801964.104548693,Buy-and-Hold Strategy
22251,806802271.1068181,0.0085028388835226,806802271.1068181,0.0,0.0,0.0,0.0,0.0,6802271.10681808,Buy-and-Hold Strategy
22252,806802578.1092043,0.008503222636505365,806802578.1092043,0.0,0.0,0.0,0.0,0.0,6802578.109204292,Buy-and-Hold Strategy
22253,806802885.1117073,0.008503606389634162,806802885.1117073,0.0,0.0,0.0,0.0,0.0,6802885.11170733,Buy-and-Hold Strategy
22254,806803192.1143272,0.00850399014290899,806803192.1143272,0.0,0.0,0.0,0.0,0.0,6803192.114327192,Buy-and-Hold Strategy
22255,806803499.1170639,0.00850437389632985,806803499.1170639,0.0,0.0,0.0,0.0,0.0,6803499.11706388,Buy-and-Hold Strategy
22256,806803806.1199174,0.00850475764989674,806803806.1199174,0.0,0.0,0.0,0.0,0.0,6803806.119917393,Buy-and-Hold Strategy
22257,806804113.1228877,0.008505141403609664,806804113.1228877,0.0,0.0,0.0,0.0,0.0,6804113.122887731,Buy-and-Hold Strategy
22258,806804420.1259749,0.008505525157468616,806804420.1259749,0.0,0.0,0.0,0.0,0.0,6804420.125974894,Buy-and-Hold Strategy
22259,806804727.1291789,0.008505908911473603,806804727.1291789,0.0,0.0,0.0,0.0,0.0,6804727.129178882,Buy-and-Hold Strategy
22260,806805034.1324997,0.008506292665624618,806805034.1324997,0.0,0.0,0.0,0.0,0.0,6805034.132499695,Buy-and-Hold Strategy
22261,806805341.1359373,0.008506676419921666,806805341.1359373,0.0,0.0,0.0,0.0,0.0,6805341.135937333,Buy-and-Hold Strategy
22262,806805648.1394918,0.008507060174364745,806805648.1394918,0.0,0.0,0.0,0.0,0.0,6805648.1394917965,Buy-and-Hold Strategy
22263,806805955.143163,0.008507443928953707,806805955.143163,0.0,0.0,0.0,0.0,0.0,6805955.143162966,Buy-and-Hold Strategy
22264,806806262.146951,0.0085078276836887,806806262.146951,0.0,0.0,0.0,0.0,0.0,6806262.14695096,Buy-and-Hold Strategy
22265,806806569.1508558,0.008508211438569724,806806569.1508558,0.0,0.0,0.0,0.0,0.0,6806569.15085578,Buy-and-Hold Strategy
22266,806806876.1548774,0.00850859519359678,806806876.1548774,0.0,0.0,0.0,0.0,0.0,6806876.154877424,Buy-and-Hold Strategy
22267,806807183.1590159,0.008508978948769867,806807183.1590159,0.0,0.0,0.0,0.0,0.0,6807183.159015894,Buy-and-Hold Strategy
22268,806807490.1632712,0.008509362704088986,806807490.1632712,0.0,0.0,0.0,0.0,0.0,6807490.163271189,Buy-and-Hold Strategy
22269,806807797.1676433,0.008509746459554136,806807797.1676433,0.0,0.0,0.0,0.0,0.0,6807797.167643309,Buy-and-Hold Strategy
22270,806808104.1721323,0.008510130215165317,806808104.1721323,0.0,0.0,0.0,0.0,0.0,6808104.172132254,Buy-and-Hold Strategy
22271,806808411.176738,0.008510513970922529,806808411.176738,0.0,0.0,0.0,0.0,0.0,6808411.176738024,Buy-and-Hold Strategy
22272,806808718.1814606,0.008510897726825773,806808718.1814606,0.0,0.0,0.0,0.0,0.0,6808718.181460619,Buy-and-Hold Strategy
22273,806809025.1863,0.00851128148287505,806809025.1863,0.0,0.0,0.0,0.0,0.0,6809025.186300039,Buy-and-Hold Strategy
22274,806809332.1912563,0.008511665239070355,806809332.1912563,0.0,0.0,0.0,0.0,0.0,6809332.191256285,Buy-and-Hold Strategy
22275,806809639.1963294,0.008512048995411694,806809639.1963294,0.0,0.0,0.0,0.0,0.0,6809639.196329355,Buy-and-Hold Strategy
22276,806809946.2015193,0.008512432751899064,806809946.2015193,0.0,0.0,0.0,0.0,0.0,6809946.201519251,Buy-and-Hold Strategy
22277,806810253.206826,0.008512816508532464,806810253.206826,0.0,0.0,0.0,0.0,0.0,6810253.206825972,Buy-and-Hold Strategy
22278,806810560.2122495,0.008513200265311896,806810560.2122495,0.0,0.0,0.0,0.0,0.0,6810560.212249517,Buy-and-Hold Strategy
22279,806810867.2177899,0.00851358402223736,806810867.2177899,0.0,0.0,0.0,0.0,0.0,6810867.217789888,Buy-and-Hold Strategy
22280,806811174.2234471,0.008513967779308856,806811174.2234471,0.0,0.0,0.0,0.0,0.0,6811174.223447084,Buy-and-Hold Strategy
22281,806811481.2292211,0.008514351536526382,806811481.2292211,0.0,0.0,0.0,0.0,0.0,6811481.229221106,Buy-and-Hold Strategy
22282,806811788.235112,0.00851473529388994,806811788.235112,0.0,0.0,0.0,0.0,0.0,6811788.235111952,Buy-and-Hold Strategy
22283,806812095.2411196,0.008515119051399529,806812095.2411196,0.0,0.0,0.0,0.0,0.0,6812095.241119623,Buy-and-Hold Strategy
22284,806812402.2472441,0.008515502809055149,806812402.2472441,0.0,0.0,0.0,0.0,0.0,6812402.24724412,Buy-and-Hold Strategy
22285,806812709.2534854,0.008515886566856801,806812709.2534854,0.0,0.0,0.0,0.0,0.0,6812709.253485441,Buy-and-Hold Strategy
22286,806813016.2598436,0.008516270324804485,806813016.2598436,0.0,0.0,0.0,0.0,0.0,6813016.259843588,Buy-and-Hold Strategy
22287,806813323.2663186,0.008516654082898199,806813323.2663186,0.0,0.0,0.0,0.0,0.0,6813323.26631856,Buy-and-Hold Strategy
22288,806813630.2729104,0.008517037841137946,806813630.2729104,0.0,0.0,0.0,0.0,0.0,6813630.2729103565,Buy-and-Hold Strategy
22289,806813937.279619,0.008517421599523723,806813937.279619,0.0,0.0,0.0,0.0,0.0,6813937.2796189785,Buy-and-Hold Strategy
22290,806814244.2864443,0.008517805358055384,806814244.2864443,0.0,0.0,0.0,0.0,0.0,6814244.286444306,Buy-and-Hold Strategy
22291,806814551.2933865,0.008518189116733074,806814551.2933865,0.0,0.0,0.0,0.0,0.0,6814551.293386459,Buy-and-Hold Strategy
22292,806814858.3004454,0.008518572875556797,806814858.3004454,0.0,0.0,0.0,0.0,0.0,6814858.300445437,Buy-and-Hold Strategy
22293,806815165.3076212,0.00851895663452655,806815165.3076212,0.0,0.0,0.0,0.0,0.0,6815165.307621241,Buy-and-Hold Strategy
22294,806815472.3149139,0.008519340393642336,806815472.3149139,0.0,0.0,0.0,0.0,0.0,6815472.314913869,Buy-and-Hold Strategy
22295,806815779.3223233,0.008519724152904152,806815779.3223233,0.0,0.0,0.0,0.0,0.0,6815779.322323322,Buy-and-Hold Strategy
22296,806816086.3298496,0.008520107912312001,806816086.3298496,0.0,0.0,0.0,0.0,0.0,6816086.329849601,Buy-and-Hold Strategy
22297,806816393.3374927,0.00852049167186588,806816393.3374927,0.0,0.0,0.0,0.0,0.0,6816393.337492704,Buy-and-Hold Strategy
22298,806816700.3452526,0.00852087543156579,806816700.3452526,0.0,0.0,0.0,0.0,0.0,6816700.345252633,Buy-and-Hold Strategy
22299,806817007.3531294,0.008521259191411733,806817007.3531294,0.0,0.0,0.0,0.0,0.0,6817007.353129387,Buy-and-Hold Strategy
22300,806817314.361123,0.008521642951403707,806817314.361123,0.0,0.0,0.0,0.0,0.0,6817314.361122966,Buy-and-Hold Strategy
22301,806817621.3692334,0.008522026711541713,806817621.3692334,0.0,0.0,0.0,0.0,0.0,6817621.36923337,Buy-and-Hold Strategy
22302,806817928.3774606,0.008522410471825748,806817928.3774606,0.0,0.0,0.0,0.0,0.0,6817928.377460599,Buy-and-Hold Strategy
22303,806818235.3858047,0.008522794232255817,806818235.3858047,0.0,0.0,0.0,0.0,0.0,6818235.385804653,Buy-and-Hold Strategy
22304,806818542.3942655,0.008523177992831915,806818542.3942655,0.0,0.0,0.0,0.0,0.0,6818542.3942655325,Buy-and-Hold Strategy
22305,806818849.4028432,0.008523561753554046,806818849.4028432,0.0,0.0,0.0,0.0,0.0,6818849.402843237,Buy-and-Hold Strategy
22306,806819156.4115378,0.008523945514422208,806819156.4115378,0.0,0.0,0.0,0.0,0.0,6819156.411537766,Buy-and-Hold Strategy
22307,806819463.4203491,0.008524329275436402,806819463.4203491,0.0,0.0,0.0,0.0,0.0,6819463.420349121,Buy-and-Hold Strategy
22308,806819770.4292773,0.008524713036596627,806819770.4292773,0.0,0.0,0.0,0.0,0.0,6819770.429277301,Buy-and-Hold Strategy
22309,806820077.4383223,0.008525096797902882,806820077.4383223,0.0,0.0,0.0,0.0,0.0,6820077.438322306,Buy-and-Hold Strategy
22310,806820384.4474841,0.00852548055935517,806820384.4474841,0.0,0.0,0.0,0.0,0.0,6820384.447484136,Buy-and-Hold Strategy
22311,806820691.4567628,0.008525864320953489,806820691.4567628,0.0,0.0,0.0,0.0,0.0,6820691.456762791,Buy-and-Hold Strategy
22312,806820998.4661583,0.008526248082697838,806820998.4661583,0.0,0.0,0.0,0.0,0.0,6820998.466158271,Buy-and-Hold Strategy
22313,806821305.4756706,0.00852663184458822,806821305.4756706,0.0,0.0,0.0,0.0,0.0,6821305.475670576,Buy-and-Hold Strategy
22314,806821612.4852997,0.008527015606624633,806821612.4852997,0.0,0.0,0.0,0.0,0.0,6821612.485299706,Buy-and-Hold Strategy
22315,806821919.4950457,0.008527399368807077,806821919.4950457,0.0,0.0,0.0,0.0,0.0,6821919.495045662,Buy-and-Hold Strategy
22316,806822226.5049084,0.008527783131135553,806822226.5049084,0.0,0.0,0.0,0.0,0.0,6822226.5049084425,Buy-and-Hold Strategy
22317,806822533.514888,0.00852816689361006,806822533.514888,0.0,0.0,0.0,0.0,0.0,6822533.514888048,Buy-and-Hold Strategy
22318,806822840.5249845,0.008528550656230599,806822840.5249845,0.0,0.0,0.0,0.0,0.0,6822840.524984479,Buy-and-Hold Strategy
22319,806823147.5351977,0.008528934418997169,806823147.5351977,0.0,0.0,0.0,0.0,0.0,6823147.535197735,Buy-and-Hold Strategy
22320,806823454.5455278,0.00852931818190977,806823454.5455278,0.0,0.0,0.0,0.0,0.0,6823454.545527816,Buy-and-Hold Strategy
22321,806823761.5559747,0.008529701944968403,806823761.5559747,0.0,0.0,0.0,0.0,0.0,6823761.555974722,Buy-and-Hold Strategy
22322,806824068.5665385,0.008530085708173067,806824068.5665385,0.0,0.0,0.0,0.0,0.0,6824068.566538453,Buy-and-Hold Strategy
22323,806824375.577219,0.008530469471523762,806824375.577219,0.0,0.0,0.0,0.0,0.0,6824375.577219009,Buy-and-Hold Strategy
22324,806824682.5880164,0.008530853235020489,806824682.5880164,0.0,0.0,0.0,0.0,0.0,6824682.588016391,Buy-and-Hold Strategy
22325,806824989.5989306,0.008531236998663247,806824989.5989306,0.0,0.0,0.0,0.0,0.0,6824989.598930597,Buy-and-Hold Strategy
22326,806825296.6099616,0.008531620762452036,806825296.6099616,0.0,0.0,0.0,0.0,0.0,6825296.609961629,Buy-and-Hold Strategy
22327,806825603.6211095,0.008532004526386857,806825603.6211095,0.0,0.0,0.0,0.0,0.0,6825603.621109486,Buy-and-Hold Strategy
22328,806825910.6323742,0.008532388290467709,806825910.6323742,0.0,0.0,0.0,0.0,0.0,6825910.632374167,Buy-and-Hold Strategy
22329,806826217.6437557,0.008532772054694594,806826217.6437557,0.0,0.0,0.0,0.0,0.0,6826217.643755674,Buy-and-Hold Strategy
22330,806826524.655254,0.008533155819067507,806826524.655254,0.0,0.0,0.0,0.0,0.0,6826524.655254006,Buy-and-Hold Strategy
22331,806826831.6668692,0.008533539583586455,806826831.6668692,0.0,0.0,0.0,0.0,0.0,6826831.6668691635,Buy-and-Hold Strategy
22332,806827138.6786011,0.008533923348251432,806827138.6786011,0.0,0.0,0.0,0.0,0.0,6827138.678601146,Buy-and-Hold Strategy
22333,806827445.69045,0.008534307113062441,806827445.69045,0.0,0.0,0.0,0.0,0.0,6827445.690449953,Buy-and-Hold Strategy
22334,806827752.7024156,0.008534690878019481,806827752.7024156,0.0,0.0,0.0,0.0,0.0,6827752.7024155855,Buy-and-Hold Strategy
22335,806828059.7144979,0.008535074643122404,806828059.7144979,0.0,0.0,0.0,0.0,0.0,6828059.714497924,Buy-and-Hold Strategy
22336,806828366.7266971,0.008535458408371359,806828366.7266971,0.0,0.0,0.0,0.0,0.0,6828366.726697087,Buy-and-Hold Strategy
22337,806828673.7390131,0.008535842173766345,806828673.7390131,0.0,0.0,0.0,0.0,0.0,6828673.739013076,Buy-and-Hold Strategy
22338,806828980.7514459,0.008536225939307363,806828980.7514459,0.0,0.0,0.0,0.0,0.0,6828980.7514458895,Buy-and-Hold Strategy
22339,806829287.7639955,0.00853660970499441,806829287.7639955,0.0,0.0,0.0,0.0,0.0,6829287.763995528,Buy-and-Hold Strategy
22340,806829594.776662,0.00853699347082749,806829594.776662,0.0,0.0,0.0,0.0,0.0,6829594.776661992,Buy-and-Hold Strategy
22341,806829901.7894453,0.008537377236806601,806829901.7894453,0.0,0.0,0.0,0.0,0.0,6829901.789445281,Buy-and-Hold Strategy
22342,806830208.8023454,0.008537761002931743,806830208.8023454,0.0,0.0,0.0,0.0,0.0,6830208.802345395,Buy-and-Hold Strategy
22343,806830515.8153623,0.008538144769202918,806830515.8153623,0.0,0.0,0.0,0.0,0.0,6830515.815362334,Buy-and-Hold Strategy
22344,806830822.8284961,0.008538528535620123,806830822.8284961,0.0,0.0,0.0,0.0,0.0,6830822.8284960985,Buy-and-Hold Strategy
22345,806831129.8417467,0.008538912302183359,806831129.8417467,0.0,0.0,0.0,0.0,0.0,6831129.841746688,Buy-and-Hold Strategy
22346,806831436.8551141,0.008539296068892628,806831436.8551141,0.0,0.0,0.0,0.0,0.0,6831436.855114102,Buy-and-Hold Strategy
22347,806831743.8685983,0.008539679835747927,806831743.8685983,0.0,0.0,0.0,0.0,0.0,6831743.868598342,Buy-and-Hold Strategy
22348,806832050.8821994,0.008540063602749259,806832050.8821994,0.0,0.0,0.0,0.0,0.0,6832050.882199407,Buy-and-Hold Strategy
22349,806832357.8959173,0.00854044736989662,806832357.8959173,0.0,0.0,0.0,0.0,0.0,6832357.895917296,Buy-and-Hold Strategy
22350,806832664.909752,0.008540831137190013,806832664.909752,0.0,0.0,0.0,0.0,0.0,6832664.909752011,Buy-and-Hold Strategy
22351,806832971.9237036,0.00854121490462944,806832971.9237036,0.0,0.0,0.0,0.0,0.0,6832971.923703551,Buy-and-Hold Strategy
22352,806833278.9377719,0.008541598672214896,806833278.9377719,0.0,0.0,0.0,0.0,0.0,6833278.937771916,Buy-and-Hold Strategy
22353,806833585.9519571,0.008541982439946383,806833585.9519571,0.0,0.0,0.0,0.0,0.0,6833585.951957107,Buy-and-Hold Strategy
22354,806833892.9662591,0.008542366207823903,806833892.9662591,0.0,0.0,0.0,0.0,0.0,6833892.966259122,Buy-and-Hold Strategy
22355,806834199.980678,0.008542749975847454,806834199.980678,0.0,0.0,0.0,0.0,0.0,6834199.980677962,Buy-and-Hold Strategy
22356,806834506.9952136,0.008543133744017035,806834506.9952136,0.0,0.0,0.0,0.0,0.0,6834506.995213628,Buy-and-Hold Strategy
22357,806834814.0098661,0.008543517512332647,806834814.0098661,0.0,0.0,0.0,0.0,0.0,6834814.009866118,Buy-and-Hold Strategy
22358,806835121.0246354,0.008543901280794292,806835121.0246354,0.0,0.0,0.0,0.0,0.0,6835121.024635434,Buy-and-Hold Strategy
22359,806835428.0395216,0.008544285049401969,806835428.0395216,0.0,0.0,0.0,0.0,0.0,6835428.039521575,Buy-and-Hold Strategy
22360,806835735.0545245,0.008544668818155677,806835735.0545245,0.0,0.0,0.0,0.0,0.0,6835735.054524541,Buy-and-Hold Strategy
22361,806836042.0696443,0.008545052587055416,806836042.0696443,0.0,0.0,0.0,0.0,0.0,6836042.069644332,Buy-and-Hold Strategy
22362,806836349.084881,0.008545436356101185,806836349.084881,0.0,0.0,0.0,0.0,0.0,6836349.084880948,Buy-and-Hold Strategy
22363,806836656.1002344,0.008545820125292987,806836656.1002344,0.0,0.0,0.0,0.0,0.0,6836656.100234389,Buy-and-Hold Strategy
22364,806836963.1157047,0.00854620389463082,806836963.1157047,0.0,0.0,0.0,0.0,0.0,6836963.115704656,Buy-and-Hold Strategy
22365,806837270.1312917,0.008546587664114685,806837270.1312917,0.0,0.0,0.0,0.0,0.0,6837270.131291747,Buy-and-Hold Strategy
22366,806837577.1469957,0.008546971433744579,806837577.1469957,0.0,0.0,0.0,0.0,0.0,6837577.146995664,Buy-and-Hold Strategy
22367,806837884.1628164,0.008547355203520507,806837884.1628164,0.0,0.0,0.0,0.0,0.0,6837884.162816405,Buy-and-Hold Strategy
22368,806838191.178754,0.008547738973442465,806838191.178754,0.0,0.0,0.0,0.0,0.0,6838191.178753972,Buy-and-Hold Strategy
22369,806838498.1948084,0.008548122743510455,806838498.1948084,0.0,0.0,0.0,0.0,0.0,6838498.194808364,Buy-and-Hold Strategy
22370,806838805.2109796,0.008548506513724475,806838805.2109796,0.0,0.0,0.0,0.0,0.0,6838805.210979581,Buy-and-Hold Strategy
22371,806839112.2272676,0.008548890284084528,806839112.2272676,0.0,0.0,0.0,0.0,0.0,6839112.227267623,Buy-and-Hold Strategy
22372,806839419.2436725,0.008549274054590612,806839419.2436725,0.0,0.0,0.0,0.0,0.0,6839419.24367249,Buy-and-Hold Strategy
22373,806839726.2601942,0.008549657825242729,806839726.2601942,0.0,0.0,0.0,0.0,0.0,6839726.260194182,Buy-and-Hold Strategy
22374,806840033.2768327,0.008550041596040874,806840033.2768327,0.0,0.0,0.0,0.0,0.0,6840033.2768327,Buy-and-Hold Strategy
22375,806840340.293588,0.008550425366985052,806840340.293588,0.0,0.0,0.0,0.0,0.0,6840340.293588042,Buy-and-Hold Strategy
22376,806840647.3104602,0.008550809138075263,806840647.3104602,0.0,0.0,0.0,0.0,0.0,6840647.31046021,Buy-and-Hold Strategy
22377,806840954.3274492,0.008551192909311504,806840954.3274492,0.0,0.0,0.0,0.0,0.0,6840954.327449203,Buy-and-Hold Strategy
22378,806841261.344555,0.008551576680693776,806841261.344555,0.0,0.0,0.0,0.0,0.0,6841261.34455502,Buy-and-Hold Strategy
22379,806841568.3617777,0.008551960452222078,806841568.3617777,0.0,0.0,0.0,0.0,0.0,6841568.361777663,Buy-and-Hold Strategy
22380,806841875.3791171,0.008552344223896413,806841875.3791171,0.0,0.0,0.0,0.0,0.0,6841875.379117131,Buy-and-Hold Strategy
22381,806842182.3965734,0.008552727995716781,806842182.3965734,0.0,0.0,0.0,0.0,0.0,6842182.396573424,Buy-and-Hold Strategy
22382,806842489.4141465,0.008553111767683178,806842489.4141465,0.0,0.0,0.0,0.0,0.0,6842489.414146543,Buy-and-Hold Strategy
22383,806842796.4318365,0.008553495539795607,806842796.4318365,0.0,0.0,0.0,0.0,0.0,6842796.431836486,Buy-and-Hold Strategy
22384,806843103.4496433,0.008553879312054069,806843103.4496433,0.0,0.0,0.0,0.0,0.0,6843103.449643254,Buy-and-Hold Strategy
22385,806843410.4675668,0.00855426308445856,806843410.4675668,0.0,0.0,0.0,0.0,0.0,6843410.467566848,Buy-and-Hold Strategy
22386,806843717.4856073,0.008554646857009083,806843717.4856073,0.0,0.0,0.0,0.0,0.0,6843717.485607266,Buy-and-Hold Strategy
22387,806844024.5037645,0.008555030629705638,806844024.5037645,0.0,0.0,0.0,0.0,0.0,6844024.50376451,Buy-and-Hold Strategy
22388,806844331.5220386,0.008555414402548223,806844331.5220386,0.0,0.0,0.0,0.0,0.0,6844331.522038579,Buy-and-Hold Strategy
22389,806844638.5404295,0.008555798175536842,806844638.5404295,0.0,0.0,0.0,0.0,0.0,6844638.540429473,Buy-and-Hold Strategy
22390,806844945.5589372,0.00855618194867149,806844945.5589372,0.0,0.0,0.0,0.0,0.0,6844945.558937192,Buy-and-Hold Strategy
22391,806845252.5775617,0.00855656572195217,806845252.5775617,0.0,0.0,0.0,0.0,0.0,6845252.577561736,Buy-and-Hold Strategy
22392,806845559.5963031,0.008556949495378881,806845559.5963031,0.0,0.0,0.0,0.0,0.0,6845559.596303105,Buy-and-Hold Strategy
22393,806845866.6151613,0.008557333268951625,806845866.6151613,0.0,0.0,0.0,0.0,0.0,6845866.6151613,Buy-and-Hold Strategy
22394,806846173.6341363,0.0085577170426704,806846173.6341363,0.0,0.0,0.0,0.0,0.0,6846173.634136319,Buy-and-Hold Strategy
22395,806846480.6532282,0.008558100816535205,806846480.6532282,0.0,0.0,0.0,0.0,0.0,6846480.653228164,Buy-and-Hold Strategy
22396,806846787.6724368,0.008558484590546043,806846787.6724368,0.0,0.0,0.0,0.0,0.0,6846787.672436833,Buy-and-Hold Strategy
22397,806847094.6917623,0.008558868364702911,806847094.6917623,0.0,0.0,0.0,0.0,0.0,6847094.691762328,Buy-and-Hold Strategy
22398,806847401.7112046,0.00855925213900581,806847401.7112046,0.0,0.0,0.0,0.0,0.0,6847401.711204648,Buy-and-Hold Strategy
22399,806847708.7307638,0.008559635913454742,806847708.7307638,0.0,0.0,0.0,0.0,0.0,6847708.730763793,Buy-and-Hold Strategy
22400,806848015.7504398,0.008560019688049704,806848015.7504398,0.0,0.0,0.0,0.0,0.0,6848015.750439763,Buy-and-Hold Strategy
22401,806848322.7702326,0.008560403462790698,806848322.7702326,0.0,0.0,0.0,0.0,0.0,6848322.770232558,Buy-and-Hold Strategy
22402,806848629.7901422,0.008560787237677723,806848629.7901422,0.0,0.0,0.0,0.0,0.0,6848629.790142179,Buy-and-Hold Strategy
22403,806848936.8101686,0.00856117101271078,806848936.8101686,0.0,0.0,0.0,0.0,0.0,6848936.810168624,Buy-and-Hold Strategy
22404,806849243.8303119,0.008561554787889869,806849243.8303119,0.0,0.0,0.0,0.0,0.0,6849243.830311894,Buy-and-Hold Strategy
22405,806849550.850572,0.008561938563214988,806849550.850572,0.0,0.0,0.0,0.0,0.0,6849550.85057199,Buy-and-Hold Strategy
22406,806849857.8709489,0.008562322338686139,806849857.8709489,0.0,0.0,0.0,0.0,0.0,6849857.870948911,Buy-and-Hold Strategy
22407,806850164.8914427,0.00856270611430332,806850164.8914427,0.0,0.0,0.0,0.0,0.0,6850164.8914426565,Buy-and-Hold Strategy
22408,806850471.9120532,0.008563089890066534,806850471.9120532,0.0,0.0,0.0,0.0,0.0,6850471.912053227,Buy-and-Hold Strategy
22409,806850778.9327806,0.00856347366597578,806850778.9327806,0.0,0.0,0.0,0.0,0.0,6850778.932780623,Buy-and-Hold Strategy
22410,806851085.953625,0.008563857442031204,806851085.953625,0.0,0.0,0.0,0.0,0.0,6851085.953624964,Buy-and-Hold Strategy
22411,806851392.9745861,0.008564241218232661,806851392.9745861,0.0,0.0,0.0,0.0,0.0,6851392.974586129,Buy-and-Hold Strategy
22412,806851699.9956641,0.008564624994580149,806851699.9956641,0.0,0.0,0.0,0.0,0.0,6851699.99566412,Buy-and-Hold Strategy
